Title,Company,Location,JD,URL
AR/VR Business Analyst,Tailored Management,"Menlo Park, CA","skills:  Consolidate third-party retailer sales reports and upload reports to Hive Metastore. Use SQL to query sales related data on a distributed system. Create reports and dashboards to support sales leadership in making effective, analytically driven, and strategic decisions. Explore new data sources to add signal to existing models and develop models for new sales opportunities. Perform ad-hoc and in-depth analyses and then reporting/presenting insights. Partner with regional heads of sales to develop regional sales strategy. 2+ years of experience in business reporting, business intelligence or sales analytics. Reporting experience in a consumer electronics environment or retail industry preferred. Experience in querying and manipulating raw datasets for analysis using SQL (Presto, Spark, Hive). Experience in data ETL preferred. Experience in visualization, dashboards and reporting using Tableau, or other BI tools. Ability to partner with cross functional teams, prioritize tasks and move fast on projects. Experience in communicating findings to both technical and non-technical audiences. BS/MS degree in a quantitative discipline: statistics, applied mathematics, business analytics, computer science, engineering, economics, etc. Bachelor's (Required) United States (Required) One location Health insurance Dental insurance Vision insurance Monday to Friday Day shift 8 hour shift Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0DI_pqscLjs9LkB0jlO39g2s8RE9SCHTdataN4HV1TulGfWI13h5d2IIBkrMCBpdyoKFuk6LoRw93nv9VIf-nwycaiTnbsKlxaYmP2oUVCrEos5MOIWzflKyJqtBexCiKWVxNVq0D9Lo3YRyX8n959AonagBpNTwfxL-PurTe6VIuRucl5-GiO9BjgpbRxpYYti-T9sHrTJ8fQ8v75llOuJxNzZgLgu0XQtJCNXiauUWQDnoVhpyrJ3Bxebb_4wlKl9dpCkWGlw7TDaldxhUixrmz4uYFfT5J8XG1pkZlHMNg2KNxd3NfThWg17hVrwBuqmiik0A1vm3t_tsdYupAWCy04kdbuByGc7GsCbVWmshqxDjDbtPYsuo2Wc58QML0F7TLLDw6yNIAdrCH-TKrGypMnr6eXyc-04YiwE2SDYMaXe2XxcGLv9eK7xy5N5jXRUEwhyoU19CPjPRrmsnS5e1SLCzlj-WoM=&p=14&fvj=1&vjs=3
"Manager, Audio Strategic Sourcing - AR/VR",Facebook,"Menlo Park, CA","skills:  
Develop overall vision, strategy and execution plan for the Audio or Acoustics Sourcing function. Drive an integrated long-term supplier development approach focused on delivering world class quality, delivery and cost. 
Work in partnership with the various engineering teams to develop an approved and qualified supply base, develop strategic partnerships that address our needs and, on an ongoing basis, continuously improve supplier performance. 
Negotiate and execute master supply contracts and other critical agreements including but not limited to licensing agreements, SOWs, etc. 
Establish, manage and own strategic supplier relationships at the supplier executive level. 
Develop, manage and refresh individual and customized Audio or Acoustics technology, architecture, and commodity sourcing strategies for each actively managed technology. 
Lead Supplier QBR process focused on exceeding Facebook KPI’s and continuous performance improvement. 
Analyze, develop and implement supplier capacity and Audio or Acoustics “should cost” models. 
Influence supplier technology roadmaps and create internal disruptive value-add to ensure Facebook’s system architecture and commercial requirements are met. 
Partner with cross-functional teams (i.e., PM, engineering, quality, ID, PD, logistics, etc.) to continuously improve overall system-level landed cost and identify strategic trends in Facebook’s design practices that will have an impact on procurement. 
10+ years of sourcing and procurement experience in Audio/Acoustics Commodity and technology management, including demonstrated experience managing overall supplier performance. 
Engineering or technical BS degree. 
Experience working in enterprises with hardware portfolio. 
Experience in setting up, running, and optimizing a global, outsourced manufacturing supply chain. 
Demonstrated experience in hiring, training and developing sourcing teams. 
Fundamental knowledge of Acoustic transducer (speaker and microphone) in the context of acoustic system design. 
Advanced engineering degree and/or MBA. 
Experience moving seamlessly from strategy to execution and deliver tangible results. 
Experience with overall audio system design, (i.e., acoustic system integration, audio transducer design, sound quality evaluation, audio analyzers, DSP, MEMS development, etc.). Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=3fc7829709ea562f&fccid=1639254ea84748b5&vjs=3
"Manager, North America Channel Marketing - AR/VR",Facebook,"Menlo Park, CA","skills:  
Lead, recruit, develop and manage team of channel marketing managers to support strategic account managers in accomplishing channel specific goals for Facebook hardware 
Develop GTM marketing strategy for NA retail to optimize awareness, trial and conversion 
Lead & execute marketing and merchandising initiatives with NA retail partners within agreed upon budgets and KPIs 
Continuous measurement, optimization of marketing programs to drive efficiency 
Management and distribution of co-marketing budget, focusing on performance metrics 
Present key marketing materials in front of retailers, executives, business development teams 
Manage content & campaign activities across retailers ensuring our content meets brand standards and is in service of overall team strategy 
Identify new channel marketing opportunities and position for review to help in future decisions 
Coordinate and manage marketing elements of QBRs including share regional context & performance across channels 
10+ years experience in a marketing role, with a clear record of achievement and success in technology based consumer product marketing and/or product management 
Experience and clear understanding of the North American retail landscape 
Experience in go-to-market planning and execution across online and traditional retail channels 
Proven communication and presentation skills with business acumen 
Knowledge for innovation and the opportunities presented by disruptive technologies 
Bachelor’s degree in business or related field with post-graduate business/marketing qualification Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=a63ee3b006d933fa&fccid=1639254ea84748b5&vjs=3
"Performance Marketing Manager, Paid Social: AR/VR",Facebook,"Menlo Park, CA","skills:  
Oversee paid social marketing channel strategy and launch large scale, breakthrough campaigns for Portal/Oculus 
Build industry leading optimization capability to maximize hardware sales at efficient ROAS. Implement channel best practices 
Identify optimization opportunities using data 
Architect ambitious test plans across targeting, creative, platform, publishers, landing page, etc. 
Determine KPIs, establish reporting, manage and own channel performance 
Provide thought leadership on attribution and channel incrementality for your channels 
Manage large marketing budgets and ensure we are allocating spend optimally across channels and marketing funnel 
Work cross-functionally with marketing stakeholders including: PMM, integrated marketing, decision science, creative, owned channel, brand 
3+ years of experience in managing and optimizing paid digital acquisition/DR channels with 2+ years of experience in marketing B2C products for retail/e-commerce businesses 
2+ years of experience in managing paid social marketing strategy and operations 
Experience running in-house marketing strategy and hands-on campaign execution and operations 
Analytical experience in conducting own analysis on channel performance, identifying optimization opportunities and using data to inform business decisions and experience in Excel 
Communication experience 
BA/BS degree 
4+ years of experience in managing and optimizing paid digital acquisition/DR channels with 3+ years of experience in marketing B2C products for retail/e-commerce businesses Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=f7e8af35a0b83359&fccid=1639254ea84748b5&vjs=3
"Marketing Tools & Process Improvement Manager, AR/VR",Facebook,"Menlo Park, CA","skills:  
Work at both the strategic and tactical level to champion innovative automation 
Investigate ways to improve existing processes and fix pain points in org workflows 
Work directly with marketing teams to drive adoption of marketing tools and technologies 
Translate marketers' feedback and needs of marketing tools into process or product solutions and partner with product and engineering teams to prioritize and execute 
Drive effective teamwork, communication, collaboration and commitment across multiple functional groups with competing priorities 
Work with technical teams to build business and functional requirements, and partner with other teams as necessary to refine plans, obtain buy-in, and deliver on the team’s roadmap and goals 
Prioritize and measure initiatives through qualitative and quantitative analysis 
Drive efforts to integrate third party and internal tools where needed 
Partner with marketing, product and compliance teams to evaluate ‘build vs buy’ decisions for adoption of 3P tools 
Work in a fast-paced, cross-functional environment with rapidly moving priorities to do all of the above 
Bachelor's Degree 
3+ years experience with consumer or B2B marketing programs 
Experience working directly with product and engineering teams to provide business cases & requirements 
Experience launching or driving adoption of products, demonstrating knowledge of customer needs 
Experience defining product and program requirements and using data and metrics to determine improvement 
3+ years experience working cross functionally with tech and non-tech teams 
3+ years experience in program management, product marketing or product management 
MBA and 5+ years of relevant experience 
Experience with digital marketing channels (Email, Facebook Ads, Display, Onsite Merchandising, etc.) 
Superior cross-functional expertise with 5+ years of working independently across levels and functions 
Experience translating marketing problems into detailed business requirements for consumption by technical teams 
Experience prioritizing across multiple projects in a rapidly evolving environment Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=4b07e995cc50045f&fccid=1639254ea84748b5&vjs=3
"Content Manager, AR/VR (Japanese Market)",An Innovative VR Company,"Menlo Park, CA","skills:  Curate and manage the App Store and an extensive editorial calendar for Japan. Assign, edit, and write content for the App Store, including short-form write-ups, deep dives, developer interviews and translate long-format articles from cross-functional teams.
 Strategize content release dates and key programming moments for the region.
 Create, manage, and publish content across CMS platforms.
 Manage CMS pipeline from ingestion to reporting.
 Understand best practices across pricing strategies and sales.
 Adhere to brand and content standards and guidelines.
 Create internal development documentation and best-practices.
 Work cross-functionally with marketing, creative, and technical teams. 3+ years editing creative editorial for traditional and/or online publications
 Experience leading designers and coming up with creative design ideas
 Best practices for editorial engagement and written style guides
 Excellent organizational skills plus the ability to handle multiple projects simultaneously under strict deadlines
 Fluent (speaking, reading, writing) in Japanese and English
 Experience working with Content Management Systems
 Track record of copywriting and merchandizing for a Japanese market
 Passion for emerging technology and the AR/VR industry Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0DSgjPPcnEdvoK3uuxfISLALE6pB1FR7YSHOr_tSg5_QKRYSnOT6R6UOXzcwA0IQujpzmY1EQfpqFaya_rnu5e_mOXOCHuvMhq_CdaibB6UQZW1Il3U7-OBoSowpJBcRi3kxHlc4dbDurM2VR0b_FPeix0ot-uPc2PeY24uKxWJX6XOk0O95kAY1j1XX0tcobU2L7_65iMtE6HzEu-447H3lIGjzA20SLfOAl4ElPNus2cJHXok-hJGdmNQZbi1WaAgBiMSjs0EZUo1lQ9F0umJScL-mrN9m6nVmHmqFZXRNMtFwWK5l3r52Nqyw0Cq4mpvSOYX6nyrR3czb69h_rHP1bstXvArIyONWuGZwaWvONrrZyhjI3BpJb0s2fn-SH5pyU2jiN1dLtsBWBrHVlpaAMZ3xC-0-yt0duMmbXn4E0tieJO6yHw1ob7Hdb5vEsGyHW74DiD9f9vaFuogd8eKQFAshJfmWat53nKpmpUytJWqyv6Y8STD7nnUMClX7RN-eOhpPZYQ8a2eI-Inr9O0WJAfO9jkPWo=&p=11&fvj=0&vjs=3
AR/VR Business Analyst,Tailored Management,"Menlo Park, CA","skills:  Consolidate third-party retailer sales reports and upload reports to Hive Metastore. Use SQL to query sales related data on a distributed system. Create reports and dashboards to support sales leadership in making effective, analytically driven, and strategic decisions. Explore new data sources to add signal to existing models and develop models for new sales opportunities. Perform ad-hoc and in-depth analyses and then reporting/presenting insights. Partner with regional heads of sales to develop regional sales strategy. 2+ years of experience in business reporting, business intelligence or sales analytics. Reporting experience in a consumer electronics environment or retail industry preferred. Experience in querying and manipulating raw datasets for analysis using SQL (Presto, Spark, Hive). Experience in data ETL preferred. Experience in visualization, dashboards and reporting using Tableau, or other BI tools. Ability to partner with cross functional teams, prioritize tasks and move fast on projects. Experience in communicating findings to both technical and non-technical audiences. BS/MS degree in a quantitative discipline: statistics, applied mathematics, business analytics, computer science, engineering, economics, etc. Bachelor's (Required) United States (Required) One location Health insurance Dental insurance Vision insurance Monday to Friday Day shift 8 hour shift Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0DI_pqscLjs9LkB0jlO39g2s8RE9SCHTdataN4HV1TulGfWI13h5d2IIBkrMCBpdyoKFuk6LoRw93nv9VIf-nwycaiTnbsKlxaYmP2oUVCrEos5MOIWzflKyJqtBexCiKWVxNVq0D9Lo3YRyX8n959AonagBpNTwfxL-PurTe6VIuRucl5-GiO9TAhyffB-eVwTO84B_qO_Bevtb1-QGLK59rg4S-NCwlpdJlpqc4Fh7cblnK6wz38Ex6XX8dvrBKkqPl4ca3r9kj4fpi0Q61afT3hKU10xEnOkSbSBALgKDXTMOLxD5Ff4Kq2vc3QWhph3qQMTKVrGUEVQ3kyE4RJQzE7d-PGdtLOZk7u_AJ67gHllkaE2zk6YwZE7TEnrviIramVsxMGb9mbwKrJc1rTCYaXxGZFY-qagx0NAyr8l6hymqkiR1jpG4i2YW8mYiVBNLCVpVOeMOiQoogTy-wG4&p=12&fvj=1&vjs=3
"Producer, Augmented Reality (Menlo Park)",The Mom Project,"Menlo Park, CA","skills:  Work closely with creative leads to set strategy and goals for creative development efforts Establish and maintain project production schedules to ensure a smooth end-to-end development plan that meets product goals and quality bar, and ensures that all assets are delivered on time and implemented to spec Establish and maintain an efficient and flexible project process that facilitates the creation, review, feedback, revision, deployment cycle of art asset production Strategically source and manage resources to keep project on-track As a point of contact for team communication, establish clear communication channels and process across creative and cross-functional teams, including Product Marketing Managers, Product Development, Engineering, QA, Legal and Policy Schedule, manage and address cross-functional feedback and stakeholder approvals Predict and/or identify roadblocks and obstacles, and proactively establish meetings or integration points between teams to address and resolve them Serve as team lead to align and anchor resources in a fast-paced environment Work closely with cross-functional product and engineering teams to unlock future possibilities that marry emerging technologies and creative expression Facilitate, document and disseminate decisions to key stakeholders Experience working with artists, designers and engineers to design, build, and deliver products and effects that use emerging technologies Experience in AR/VR/MR or 3D production highly desired Experience articulating design direction to artists and non-artists alike Experience working with external vendors (individual artists and agencies) including sourcing and contracting, advising on/defining schedules, assessing proposed production processes, managing assets as they are delivered, and being the daily point of contact for the internal team Experience in project management and relationship building Experience establishing and managing ongoing production Ability to thrive managing a globally distributed team Knowledge with Maya, Adobe Photoshop, Illustrator and other design packages Health Benefits: Medical, Dental, Vision, Life (including spouse & child), 401k, STD/LTD, AD&D, and Commuter Benefits program) Accrued PTO: Up to 15 days per 12 months on assignment New Child Benefit: Up to $4,000 for the birth or adoption of a child while on assignment (conditions apply) Health insurance Dental insurance Vision insurance Monday to Friday Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0BDp_epf89aHDQhKpPegNJQ_ldQpEFZQsM9OcONMGxWx1gfak1_dXnxKhEjFYjFBcyNmE4gglm-h4MqsLaW9b5uYMYhHDT9mYTcUKAesv3Gn81bEnBSv9rR-GZczsrS_vXO1L9QmvglRGi3vSJ4Win-2vVDyC0DjP8hyJ8Vsh5d6K30JIwxxTkJNqDBKglEPDaORarHLgBFqmU1FktwYGFdiSlcpjwAx_YIj8FvxOcMN_WjrPv9HSyE8AUO3xGlskDLTsmY4y3FA89wjWRnTCc7d-jxn5VVYHr4HdEYDWpLPazLNi_V-Cd-fFy4kUNKIVMmW3ASiX2rsXA7vILuoPKazp59TeGfrEgdMaZ6LaD2EPSzDbRPeQC4P7UGuiukq7yuybjM4rksHWpvGhKSotFbw5Bps61s1qPzOlPoogCHvcyWfuVSrl1b5QGvFy3TytiATDven_EIvw==&p=14&fvj=1&vjs=3
"Manager, Software Engineering, AR/VR – Developer Infrastructure",Facebook,"Menlo Park, CA","skills:  
Help build and lead our developer infrastructure strategy to deliver world-class products and services. 
Work cross-functionally to design solutions that work across Oculus' product offerings. 
Leverage and contribute to IDE and toolchain projects across the industry. 
Champion engineering and operations, establishing metrics and process for regular assessment and improvement. 
Establish a solid project framework and development processes. 
Provide technical leadership and guidance to both your team members and your project peers. 
Set clear expectations and create a positive work environment based on accountability, in collaboration with the engineering and management teams. 
3+ years of experience managing engineering teams. 
Experience building infrastructure for developers for mobile or web development. 
Proven track record of building and supporting cross-functional teams. 
Experience supporting, coaching, mentoring, and developing engineers. 
Experience analyzing, interpreting, and leveraging data to make engineering and product decisions. 
Experience architecting, developing, and launching software products and/or services. 
Experience with C/C++/Java/PHP or comparable language. 
Experience in building or extending any of the following: Xcode, IntelliJ, Visual Studio, Visual Studio Code, LLVM, and/or GNU. 
Experience in Windows, Linux, MAC and/or Android. 
Experience with game engines such as Unreal, Unity, or others. Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=66525e1680cc3119&fccid=1639254ea84748b5&vjs=3
"Head of Product Marketing, AR/VR Emerging Products",Facebook,"Menlo Park, CA","skills:  
Build and lead a high performing team of product marketers, managing team performance and supporting career development and growth. 
While building the team, work hands-on with partners to advance project milestones. 
Influence future product development with a customer-centric perspective, in particular audience development, branding and roadmaps for early stage product explorations. 
Design and drive go-to-market strategy and partner with Creative, Channel, and Integrated Marketing teams to ensure marketing and measurement achieve our business objectives. 
Contribute to broader org health through process improvement and community-building across product marketing. 
Bachelor's degree or equivalent marketing experience 
10+ years experience in product marketing 
3+ years team leadership experience 
Experience working on consumer hardware brands/products 
Experience leading cross-functional teams, either formally through reporting structure or informally through influence 
Experience partnering closely with product teams to influence product strategy and roadmaps 
12+ years experience in a product marketing 
5+ years team leadership experience 
3+ years experience working on emerging consumer technology brands/products Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=0d431a380e007e23&fccid=1639254ea84748b5&vjs=3
"Software Engineer, AR/VR Applications",Apple,"Santa Clara Valley, CA 95014","skills:  
Proficiency in a systems programming language, such as Objective-C, Swift, C/C++, etc. 
Experience using Apple’s application development frameworks like UIKit/AppKit, SwiftUI, AVFoundation, Core Motion, Core ML, CloudKit, SiriKit, StoreKit, etc. 
Track record of building functional, performant, and delightful software Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=3da6abf5e8662bee&fccid=c1099851e9794854&vjs=3
"AR/VR Regional Channel Marketing Manager, US & Canada",Facebook,"Menlo Park, CA","skills:  
Develop the go-to-market programs for assigned accounts regions to optimize awareness, trial and conversion 
Define, manage and communicate quarterly integrated marketing plan 
Create retail marketing programs to drive sales such as bundles, promotions and content offers 
Develop business briefs to inform in-store and online merchandising vision and requirements for assigned accounts 
Manage the performance of channel marketing programs and iterate to drive efficiencies 
Review and approve brand execution of all assets in the channel to ensure on brand execution 
Manage online and in store retail presence to create best in class consumer shopping experiences across territory 
Partner with sales on account marketing opportunities and account negotiations on placements 
Partner the sales teams to build effective retail partnerships and support them with operational needs around retail programs 
Influence and product position by providing regional briefs with local insights and data to product marketing teams 
Travel 50% 
8+ years experience in consumer marketing 
Experience selling consumer goods within both online and retail with experience of the leading Carriers and CE 
Experience building presentations 
Experience in project management 
Experience prioritizing plan, and execute projects 
Comfortable working in start-up like environment Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=538d7001c90edd0c&fccid=1639254ea84748b5&vjs=3
AR/VR Application Engineer,Apple,"Santa Clara Valley, CA 95014","skills:  
2+ years experience in software development. 
Track record of building complex applications that are functional, beautiful and delightful. 
Attention to detail, creativity and passion. 
Proficiency in a systems programming language, such as C/C++, Objective-C, Swift, etc. Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=6337ee16d161fc12&fccid=c1099851e9794854&vjs=3
"Manager, Software Engineering, AR/VR - Portal Communications",Facebook,"Menlo Park, CA","skills:  
Manage a team of software engineers that builds the communications stack & experiences for Facebook’s Portal device family. 
Manage engineers and help them develop their careers, assigning them to projects tailored to their skill levels, long-term skill development, personalities, and work styles. 
Communicate and collaborate effectively with cross-functional hardware and software engineering teams. 
Champion engineering and operational excellence, establishing metrics and process for regular assessment and improvement. 
Set clear expectations and create a positive work environment based on accountability, in collaboration with the engineering and management teams. 
Work closely with dedicated recruiting staff to expand the team, including sourcing candidates, interviewing candidates, participating in conferences/events, and on-boarding new employees. 
Build and lead team designing and implementing device and bus drivers that operate efficiently in a constrained environment yet when pressed can efficiently deliver large volumes of data with low-latency and high-bandwidth. 
Understand software components from multiple partner teams, lead the integration of those components into the unified product code base, and drive their continued development. 
10+ years of experience in managing engineering teams including hiring/termination and performance management. 
7+ years of work experience architecting, developing, and launching software products and/or services. 
5+ years experience C/C++/Java or comparable language (i.e., JavaScript). 
Experience shipping consumer products. 
Proven track record of building and supporting cross-functional teams. 
Experience supporting, coaching, mentoring, and developing engineers. 
Demonstrated experience working collaboratively in cross-functional teams. 
Experience in managing managers. 
Experience with low-latency, bandwidth, streaming hardware devices, e.g. video cameras, graphics cards, etc. 
Experience developing software for consumer electronics devices. 
Experience in one or more of the following: Web RTC, Video protocols, Streaming Protocols, Android Kernel/Framework experience, User Space/Core Services, Networking, Storage, Wireless, Security, Graphics, Audio. Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=39528a97077cbe91&fccid=1639254ea84748b5&vjs=3
"Technical Artist, AR/VR Applications",Apple,"Santa Clara Valley, CA 95014","skills:  
Deep knowledge of 3D art principles and 3D mathematics 
If specializing in tools and pipeline, a strong understanding and experience with designing and developing pipelines for assets and real time graphics. 
If specializing in shaders, experience with writing a mix of stylized and realistic shaders for real time use to translate concept art to runtime graphics. 
Ability to adapt to the needs of multiple projects in flight at a given time, in various stages of production. 
Experience collaborating with artists, leadership, developers and members of other teams to raise the quality of prototypes and shipping products. 
Experience with asset and code versioning tools like Git and Perforce. 
Experience optimizing runtime performance. 
Good sense of UI and UX design. Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=becec03488ba6f0d&fccid=c1099851e9794854&vjs=3
"Lead Counsel, Compliance (AR/VR)",Facebook,"Menlo Park, CA","skills:  
Support Facebook legal team dedicated to embedding compliance programs in the AR/VR business unit. 
Provide compliance counsel to the AR/VR business and AR/VR dedicated attorneys, including product compliance, trade compliance, anti-corruption compliance, political activities and government contracting. 
Evaluate impacts of emerging compliance regulations to AR/VR business operations. 
Collaborate with cross-functional teams on various compliance initiatives, including compliance policies, processes and training, working with individuals at all levels of the organization. 
Develop and maintain strong, trust-based relationships across a broad-range of business and legal verticals. 
Travel domestically and internationally as needed. 
J.D. degree with membership in at least one U.S. state bar. 
5+ years of attorney experience with U.S. and international trade compliance laws at a law firm or in-house with a multinational corporation. 
Experience advising and training diverse populations. 
Experience with strategic, out-of-the-box compliance counseling. 
Experience counseling consumer product businesses on trade compliance matters (preferably in the electronics industry). 
A mix of both law firm and in-house experience. Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//rc/clk?jk=026d0c9c509d1b0f&fccid=1639254ea84748b5&vjs=3
"Content Manager, AR/VR (Japanese Market)",An Innovative VR Company,"Menlo Park, CA","skills:  Curate and manage the App Store and an extensive editorial calendar for Japan. Assign, edit, and write content for the App Store, including short-form write-ups, deep dives, developer interviews and translate long-format articles from cross-functional teams.
 Strategize content release dates and key programming moments for the region.
 Create, manage, and publish content across CMS platforms.
 Manage CMS pipeline from ingestion to reporting.
 Understand best practices across pricing strategies and sales.
 Adhere to brand and content standards and guidelines.
 Create internal development documentation and best-practices.
 Work cross-functionally with marketing, creative, and technical teams. 3+ years editing creative editorial for traditional and/or online publications
 Experience leading designers and coming up with creative design ideas
 Best practices for editorial engagement and written style guides
 Excellent organizational skills plus the ability to handle multiple projects simultaneously under strict deadlines
 Fluent (speaking, reading, writing) in Japanese and English
 Experience working with Content Management Systems
 Track record of copywriting and merchandizing for a Japanese market
 Passion for emerging technology and the AR/VR industry Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0DSgjPPcnEdvoK3uuxfISLALE6pB1FR7YSHOr_tSg5_QKRYSnOT6R6UOXzcwA0IQujpzmY1EQfpqFaya_rnu5e_mOXOCHuvMhq_CdaibB6UQZW1Il3U7-OBoSowpJBcRi3kxHlc4dbDurM2VR0b_FPeix0ot-uPc2PMWYLHDTt1U8-i7vLO-HLt_DRsCfqf1QqiL2eAzoTgOpCi30mFvTsP0NhYH2pYjQDBGWicBxIDuNK2BWwWZFRL5UI3IFnEYqhlne6jJWSj1KJ6tmBQLWmBBhcy49Z3IP6QJgKOiRCxqb99o7dUZ764ZeGlXiQCIrY6IkKf6700VGvIyGNXP2KEo_djJhBomCUDIkhfxvXNfcOY7lggtvAQ-mH16PBawLS8hbtH0ORu7czrfsB9h0OVn7E5O9LxzU7g9cK5awEUIBKgBoBF0sx6Aezv2R1liWyPGjYpgFWBT7dzAMPkQzNNwPRaA9DjoVhSqq-JDzjl690Ic5iVU5jDg4_v6hrUZSpR6e20GQG4pEDfzz4jEfwmSv1BtyvTuzM=&p=11&fvj=0&vjs=3
AR/VR Business Analyst,Tailored Management,"Menlo Park, CA","skills:  Consolidate third-party retailer sales reports and upload reports to Hive Metastore. Use SQL to query sales related data on a distributed system. Create reports and dashboards to support sales leadership in making effective, analytically driven, and strategic decisions. Explore new data sources to add signal to existing models and develop models for new sales opportunities. Perform ad-hoc and in-depth analyses and then reporting/presenting insights. Partner with regional heads of sales to develop regional sales strategy. 2+ years of experience in business reporting, business intelligence or sales analytics. Reporting experience in a consumer electronics environment or retail industry preferred. Experience in querying and manipulating raw datasets for analysis using SQL (Presto, Spark, Hive). Experience in data ETL preferred. Experience in visualization, dashboards and reporting using Tableau, or other BI tools. Ability to partner with cross functional teams, prioritize tasks and move fast on projects. Experience in communicating findings to both technical and non-technical audiences. BS/MS degree in a quantitative discipline: statistics, applied mathematics, business analytics, computer science, engineering, economics, etc. Bachelor's (Required) United States (Required) One location Health insurance Dental insurance Vision insurance Monday to Friday Day shift 8 hour shift Hiring Lab Career Advice Browse Jobs Browse Companies Salaries Find Certifications Employer Events Work at Indeed Countries About Help Center Do Not Sell My Personal Information Privacy Center",https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0DI_pqscLjs9LkB0jlO39g2s8RE9SCHTdataN4HV1TulGfWI13h5d2IIBkrMCBpdyoKFuk6LoRw93nv9VIf-nwycaiTnbsKlxaYmP2oUVCrEos5MOIWzflKyJqtBexCiKWVxNVq0D9Lo3YRyX8n959AonagBpNTwfxL-PurTe6VIuRucl5-GiO989ZQjZ6FpEgt2gM2N6Rf7v_RTHx_ICHLv9Yupwp8pKhTfT7TW8fe590Z90wi8PL7Atd584NacGXHDjWn3cDfIXNRFbReyHfCheAgTv4HpCY9AUntY9eIpAMTd4QHt8Iiy9BMid75y4-jgMpKQrUIudS1zwrrWFsGQxgvoesD9_4VPlg8LxdXFwqGWXWnKPdZP3hBydSr_Jj6wggFY3JTe4cnNKND7gupvGp_npqHk37ZV2rpM7KV060vi2P24Nznk4i-NJ0LAE8y5o7geDiMbpFMSH-vfHwW&p=12&fvj=1&vjs=3
